"id","name","lastName","vector","rgb_color","hsv","h","s","v","Presidency","Wikipedia.Entry","year.took","year.left","Party","time"
"hw-bush","George H. W.","Bush","#DE9052","222 144 82","0.0738095238095238 0.630630630630631 0.870588235294118","0.0738095238095238","0.630630630630631","0.870588235294118",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#322212","50 34 18","0.0833333333333333 0.64 0.196078431372549","0.0833333333333333","0.64","0.196078431372549",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#56391A","86 57 26","0.0861111111111111 0.697674418604651 0.337254901960784","0.0861111111111111","0.697674418604651","0.337254901960784",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#543A1C","84 58 28","0.0892857142857143 0.666666666666667 0.329411764705882","0.0892857142857143","0.666666666666667","0.329411764705882",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"hw-bush","George H. W.","Bush","#695A2E","105 90 46","0.124293785310734 0.561904761904762 0.411764705882353","0.124293785310734","0.561904761904762","0.411764705882353",41,"http://en.wikipedia.org/wiki/George_H._W._Bush","1989","1993","Republican ","1989-1993"
"w-bush","George W.","Bush","#BD705B","189 112 91","0.0357142857142857 0.518518518518518 0.741176470588235","0.0357142857142857","0.518518518518518","0.741176470588235",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#965642","150 86 66","0.0396825396825397 0.56 0.588235294117647","0.0396825396825397","0.56","0.588235294117647",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#BD836D","189 131 109","0.0458333333333333 0.423280423280423 0.741176470588235","0.0458333333333333","0.423280423280423","0.741176470588235",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#B8886E","184 136 110","0.0585585585585586 0.402173913043478 0.72156862745098","0.0585585585585586","0.402173913043478","0.72156862745098",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#8E6D59","142 109 89","0.0628930817610063 0.373239436619718 0.556862745098039","0.0628930817610063","0.373239436619718","0.556862745098039",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#463526","70 53 38","0.078125 0.457142857142857 0.274509803921569","0.078125","0.457142857142857","0.274509803921569",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#272019","39 32 25","0.0833333333333333 0.358974358974359 0.152941176470588","0.0833333333333333","0.358974358974359","0.152941176470588",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#7C5B37","124 91 55","0.0869565217391304 0.556451612903226 0.486274509803922","0.0869565217391304","0.556451612903226","0.486274509803922",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#9F7443","159 116 67","0.088768115942029 0.578616352201258 0.623529411764706","0.088768115942029","0.578616352201258","0.623529411764706",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#A5753D","165 117 61","0.0897435897435897 0.63030303030303 0.647058823529412","0.0897435897435897","0.63030303030303","0.647058823529412",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#E1AE42","225 174 66","0.113207547169811 0.706666666666667 0.882352941176471","0.113207547169811","0.706666666666667","0.882352941176471",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#484331","72 67 49","0.130434782608696 0.319444444444444 0.282352941176471","0.130434782608696","0.319444444444444","0.282352941176471",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#363428","54 52 40","0.142857142857143 0.259259259259259 0.211764705882353","0.142857142857143","0.259259259259259","0.211764705882353",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#9CA57E","156 165 126","0.205128205128205 0.236363636363636 0.647058823529412","0.205128205128205","0.236363636363636","0.647058823529412",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#304A54","48 74 84","0.546296296296296 0.428571428571429 0.329411764705882","0.546296296296296","0.428571428571429","0.329411764705882",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"w-bush","George W.","Bush","#6B818E","107 129 142","0.561904761904762 0.246478873239437 0.556862745098039","0.561904761904762","0.246478873239437","0.556862745098039",43,"http://en.wikipedia.org/wiki/George_W._Bush","2001","2009","Republican ","2001-2009"
"jimmy-carter","Jimmy","Carter","#4A1908","74 25 8","0.0429292929292929 0.891891891891892 0.290196078431373","0.0429292929292929","0.891891891891892","0.290196078431373",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#3E1101","62 17 1","0.0437158469945355 0.983870967741935 0.243137254901961","0.0437158469945355","0.983870967741935","0.243137254901961",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#B66C42","182 108 66","0.0603448275862069 0.637362637362637 0.713725490196078","0.0603448275862069","0.637362637362637","0.713725490196078",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#5D3D2B","93 61 43","0.06 0.537634408602151 0.364705882352941","0.06","0.537634408602151","0.364705882352941",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#C08157","192 129 87","0.0666666666666667 0.546875 0.752941176470588","0.0666666666666667","0.546875","0.752941176470588",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#934B19","147 75 25","0.0683060109289618 0.829931972789116 0.576470588235294","0.0683060109289618","0.829931972789116","0.576470588235294",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#C9824D","201 130 77","0.0712365591397849 0.616915422885572 0.788235294117647","0.0712365591397849","0.616915422885572","0.788235294117647",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#190C01","25 12 1","0.0763888888888889 0.96 0.0980392156862745","0.0763888888888889","0.96","0.0980392156862745",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#8F4A0F","143 74 15","0.0768229166666667 0.895104895104895 0.56078431372549","0.0768229166666667","0.895104895104895","0.56078431372549",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#AA662B","170 102 43","0.0774278215223097 0.747058823529412 0.666666666666667","0.0774278215223097","0.747058823529412","0.666666666666667",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#EFBB8C","239 187 140","0.0791245791245791 0.414225941422594 0.937254901960784","0.0791245791245791","0.414225941422594","0.937254901960784",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#926227","146 98 39","0.0919003115264798 0.732876712328767 0.572549019607843","0.0919003115264798","0.732876712328767","0.572549019607843",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#815B2A","129 91 42","0.0938697318007663 0.674418604651163 0.505882352941176","0.0938697318007663","0.674418604651163","0.505882352941176",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
"jimmy-carter","Jimmy","Carter","#704C19","112 76 25","0.0977011494252874 0.776785714285714 0.43921568627451","0.0977011494252874","0.776785714285714","0.43921568627451",39,"http://en.wikipedia.org/wiki/Jimmy_Carter","1977","1981","Democratic ","1977-1981"
